id,codice,titolo_it,titolo_en,livello,codice_padre,livello_padre,ordine,created_at,updated_at
1700,46.49.49,Commercio all'ingrosso di altre attrezzature e articoli sportivi,Wholesale of other sports goods,6,46.49.4,5,1700,2026-01-30 14:17:51,2026-01-30 14:17:51
1701,46.49.5,Commercio all'ingrosso di articoli in pelle e articoli da viaggio,Wholesale of leather goods and travel accessories,5,46.49,4,1701,2026-01-30 14:17:51,2026-01-30 14:17:51
1702,46.49.50,Commercio all'ingrosso di articoli in pelle e articoli da viaggio,Wholesale of leather goods and travel accessories,6,46.49.5,5,1702,2026-01-30 14:17:51,2026-01-30 14:17:51
1703,46.49.9,Commercio all'ingrosso di altri beni di consumo n.c.a.,Wholesale of other household goods n.e.c.,5,46.49,4,1703,2026-01-30 14:17:51,2026-01-30 14:17:51
1704,46.49.91,Commercio all'ingrosso di articoli promozionali,Wholesale in promotional items,6,46.49.9,5,1704,2026-01-30 14:17:51,2026-01-30 14:17:51
1705,46.49.92,Commercio all'ingrosso di bomboniere,Wholesale of party favours,6,46.49.9,5,1705,2026-01-30 14:17:51,2026-01-30 14:17:51
1706,46.49.99,Commercio all'ingrosso di altri beni di consumo vari n.c.a.,Wholesale of other various household goods n.e.c.,6,46.49.9,5,1706,2026-01-30 14:17:51,2026-01-30 14:17:51
1707,46.5,Commercio all'ingrosso di apparecchiature informatiche e di comunicazione,Wholesale of information and communication equipment,3,46,2,1707,2026-01-30 14:17:51,2026-01-30 14:17:51
1708,46.50,Commercio all'ingrosso di apparecchiature informatiche e di comunicazione,Wholesale of information and communication equipment,4,46.5,3,1708,2026-01-30 14:17:51,2026-01-30 14:17:51
1709,46.50.1,"Commercio all'ingrosso di computer, unità periferiche e software","Wholesale of computers, computer peripheral equipment and software",5,46.50,4,1709,2026-01-30 14:17:51,2026-01-30 14:17:51
1710,46.50.10,"Commercio all'ingrosso di computer, unità periferiche e software","Wholesale of computers, computer peripheral equipment and software",6,46.50.1,5,1710,2026-01-30 14:17:51,2026-01-30 14:17:51
1711,46.50.2,Commercio all'ingrosso di apparecchiature per telecomunicazioni,Wholesale of telephone and communication equipment,5,46.50,4,1711,2026-01-30 14:17:51,2026-01-30 14:17:51
1712,46.50.20,Commercio all'ingrosso di apparecchiature per telecomunicazioni,Wholesale of telephone and communication equipment,6,46.50.2,5,1712,2026-01-30 14:17:51,2026-01-30 14:17:51
1713,46.50.3,Commercio all'ingrosso di altre macchine e attrezzature per ufficio,Wholesale of other office machinery and equipment,5,46.50,4,1713,2026-01-30 14:17:51,2026-01-30 14:17:51
1714,46.50.30,Commercio all'ingrosso di altre macchine e attrezzature per ufficio,Wholesale of other office machinery and equipment,6,46.50.3,5,1714,2026-01-30 14:17:51,2026-01-30 14:17:51
1715,46.6,"Commercio all'ingrosso di altri macchinari, attrezzature e forniture","Wholesale of other machinery, equipment and supplies",3,46,2,1715,2026-01-30 14:17:51,2026-01-30 14:17:51
1716,46.61,"Commercio all'ingrosso di macchinari, attrezzature e forniture agricole","Wholesale of agricultural machinery, equipment and supplies",4,46.6,3,1716,2026-01-30 14:17:51,2026-01-30 14:17:51
1717,46.61.0,"Commercio all'ingrosso di macchinari, attrezzature e forniture agricole","Wholesale of agricultural machinery, equipment and supplies",5,46.61,4,1717,2026-01-30 14:17:51,2026-01-30 14:17:51
1718,46.61.00,"Commercio all'ingrosso di macchinari, attrezzature e forniture agricole","Wholesale of agricultural machinery, equipment and supplies",6,46.61.0,5,1718,2026-01-30 14:17:51,2026-01-30 14:17:51
1719,46.62,Commercio all'ingrosso di macchine utensili,Wholesale of machine tools,4,46.6,3,1719,2026-01-30 14:17:51,2026-01-30 14:17:51
1720,46.62.0,Commercio all'ingrosso di macchine utensili,Wholesale of machine tools,5,46.62,4,1720,2026-01-30 14:17:51,2026-01-30 14:17:51
1721,46.62.00,Commercio all'ingrosso di macchine utensili,Wholesale of machine tools,6,46.62.0,5,1721,2026-01-30 14:17:51,2026-01-30 14:17:51
1722,46.63,"Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile","Wholesale of mining, construction and civil engineering machinery",4,46.6,3,1722,2026-01-30 14:17:51,2026-01-30 14:17:51
1723,46.63.0,"Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile","Wholesale of mining, construction and civil engineering machinery",5,46.63,4,1723,2026-01-30 14:17:51,2026-01-30 14:17:51
1724,46.63.00,"Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile","Wholesale of mining, construction and civil engineering machinery",6,46.63.0,5,1724,2026-01-30 14:17:51,2026-01-30 14:17:51
1725,46.64,Commercio all'ingrosso di altri macchinari e attrezzature,Wholesale of other machinery and equipment,4,46.6,3,1725,2026-01-30 14:17:51,2026-01-30 14:17:51
1726,46.64.1,Commercio all'ingrosso di mezzi di trasporto,Wholesale of transport equipment,5,46.64,4,1726,2026-01-30 14:17:51,2026-01-30 14:17:51
1727,46.64.11,Commercio all'ingrosso di navi e imbarcazioni,Wholesale of ships and boats,6,46.64.1,5,1727,2026-01-30 14:17:51,2026-01-30 14:17:51
1728,46.64.19,Commercio all'ingrosso di altri mezzi di trasporto,Wholesale of other transport equipment,6,46.64.1,5,1728,2026-01-30 14:17:51,2026-01-30 14:17:51
1729,46.64.2,Commercio all'ingrosso di materiale elettrico per impianti industriali,Wholesale of electrical equipment for industrial installations,5,46.64,4,1729,2026-01-30 14:17:51,2026-01-30 14:17:51
1730,46.64.20,Commercio all'ingrosso di materiale elettrico per impianti industriali,Wholesale of electrical equipment for industrial installations,6,46.64.2,5,1730,2026-01-30 14:17:51,2026-01-30 14:17:51
1731,46.64.3,"Commercio all'ingrosso di attrezzature per parrucchieri, palestre, solarium e centri estetici","Wholesale of equipment for hairdressers, gyms, solariums and beauty centres",5,46.64,4,1731,2026-01-30 14:17:51,2026-01-30 14:17:51
1732,46.64.30,"Commercio all'ingrosso di attrezzature per parrucchieri, palestre, solarium e centri estetici","Wholesale of equipment for hairdressers, gyms, solariums and beauty centres",6,46.64.3,5,1732,2026-01-30 14:17:51,2026-01-30 14:17:51
1733,46.64.4,"Commercio all'ingrosso di macchine tessili, per la lavorazione delle pelli e del cuoio, per lavanderie e stirerie","Wholesale of textile, leather and laundry machinery",5,46.64,4,1733,2026-01-30 14:17:51,2026-01-30 14:17:51
1734,46.64.40,"Commercio all'ingrosso di macchine tessili, per la lavorazione delle pelli e del cuoio, per lavanderie e stirerie","Wholesale of textile, leather and laundry machinery",6,46.64.4,5,1734,2026-01-30 14:17:51,2026-01-30 14:17:51
1735,46.64.5,Commercio all'ingrosso di macchinari per l'industria alimentare e delle bevande,Wholesale of machinery for the food and beverages industry,5,46.64,4,1735,2026-01-30 14:17:51,2026-01-30 14:17:51
1736,46.64.51,Commercio all'ingrosso di macchine e attrezzature per ristoranti e bar,Wholesale of machinery and equipment for restaurants and bars,6,46.64.5,5,1736,2026-01-30 14:17:51,2026-01-30 14:17:51
1737,46.64.59,Commercio all'ingrosso di altri macchinari per l'industria alimentare e delle bevande,Wholesale of other machinery for the food and beverages industry,6,46.64.5,5,1737,2026-01-30 14:17:51,2026-01-30 14:17:51
1738,46.64.6,Commercio all'ingrosso di macchinari e attrezzature per la pulizia,Wholesale of cleaning machines,5,46.64,4,1738,2026-01-30 14:17:51,2026-01-30 14:17:51
1739,46.64.60,Commercio all'ingrosso di macchinari e attrezzature per la pulizia,Wholesale of cleaning machines,6,46.64.6,5,1739,2026-01-30 14:17:51,2026-01-30 14:17:51
1740,46.64.9,Commercio all'ingrosso di altri macchinari e attrezzature n.c.a.,Wholesale of other machinery and equipment n.e.c.,5,46.64,4,1740,2026-01-30 14:17:51,2026-01-30 14:17:51
1741,46.64.91,Commercio all'ingrosso di strumenti e apparecchiature di misurazione,Wholesale of measuring instruments and equipment,6,46.64.9,5,1741,2026-01-30 14:17:51,2026-01-30 14:17:51
1742,46.64.92,Commercio all'ingrosso di attrazioni per parchi divertimento e parchi tematici e videogiochi,Wholesale of attractions for amusement and theme parks and video game machines,6,46.64.9,5,1742,2026-01-30 14:17:51,2026-01-30 14:17:51
1743,46.64.99,Commercio all'ingrosso di altri macchinari e attrezzature varie n.c.a.,Wholesale of other various machinery and equipment n.e.c.,6,46.64.9,5,1743,2026-01-30 14:17:51,2026-01-30 14:17:51
1744,46.7,"Commercio all'ingrosso di autoveicoli, motocicli e relative parti e accessori","Wholesale of motor vehicles, motorcycles and related parts and accessories",3,46,2,1744,2026-01-30 14:17:51,2026-01-30 14:17:51
1745,46.71,Commercio all'ingrosso di autoveicoli,Wholesale of motor vehicles,4,46.7,3,1745,2026-01-30 14:17:51,2026-01-30 14:17:51
1746,46.71.1,Commercio all'ingrosso di automobili e autoveicoli leggeri,Wholesale of cars and light motor vehicles,5,46.71,4,1746,2026-01-30 14:17:51,2026-01-30 14:17:51
1747,46.71.10,Commercio all'ingrosso di automobili e autoveicoli leggeri,Wholesale of cars and light motor vehicles,6,46.71.1,5,1747,2026-01-30 14:17:51,2026-01-30 14:17:51
1748,46.71.2,Commercio all'ingrosso di altri autoveicoli,Wholesale of other motor vehicles,5,46.71,4,1748,2026-01-30 14:17:51,2026-01-30 14:17:51
1749,46.71.20,Commercio all'ingrosso di altri autoveicoli,Wholesale of other motor vehicles,6,46.71.2,5,1749,2026-01-30 14:17:51,2026-01-30 14:17:51
1750,46.72,Commercio all'ingrosso di parti e accessori di autoveicoli,Wholesale of motor vehicle parts and accessories,4,46.7,3,1750,2026-01-30 14:17:51,2026-01-30 14:17:51
1751,46.72.0,Commercio all'ingrosso di parti e accessori di autoveicoli,Wholesale of motor vehicle parts and accessories,5,46.72,4,1751,2026-01-30 14:17:51,2026-01-30 14:17:51
1752,46.72.00,Commercio all'ingrosso di parti e accessori di autoveicoli,Wholesale of motor vehicle parts and accessories,6,46.72.0,5,1752,2026-01-30 14:17:51,2026-01-30 14:17:51
1753,46.73,"Commercio all'ingrosso di motocicli, parti e accessori di motocicli","Wholesale of motorcycles, motorcycle parts and accessories",4,46.7,3,1753,2026-01-30 14:17:51,2026-01-30 14:17:51
1754,46.73.1,Commercio all'ingrosso di motocicli,Wholesale of motorcycles,5,46.73,4,1754,2026-01-30 14:17:51,2026-01-30 14:17:51
1755,46.73.10,Commercio all'ingrosso di motocicli,Wholesale of motorcycles,6,46.73.1,5,1755,2026-01-30 14:17:51,2026-01-30 14:17:51
1756,46.73.2,Commercio all'ingrosso di parti e accessori di motocicli,Wholesale of motorcycles parts and accessories,5,46.73,4,1756,2026-01-30 14:17:51,2026-01-30 14:17:51
1757,46.73.20,Commercio all'ingrosso di parti e accessori di motocicli,Wholesale of motorcycles parts and accessories,6,46.73.2,5,1757,2026-01-30 14:17:51,2026-01-30 14:17:51
1758,46.8,Commercio all'ingrosso specializzato di altri prodotti,Other specialised wholesale,3,46,2,1758,2026-01-30 14:17:51,2026-01-30 14:17:51
1759,46.81,"Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati","Wholesale of solid, liquid and gaseous fuels and related products",4,46.8,3,1759,2026-01-30 14:17:51,2026-01-30 14:17:51
1760,46.81.0,"Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati","Wholesale of solid, liquid and gaseous fuels and related products",5,46.81,4,1760,2026-01-30 14:17:51,2026-01-30 14:17:51
1761,46.81.00,"Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati","Wholesale of solid, liquid and gaseous fuels and related products",6,46.81.0,5,1761,2026-01-30 14:17:51,2026-01-30 14:17:51
1762,46.82,Commercio all'ingrosso di metalli e minerali metalliferi,Wholesale of metals and metal ores,4,46.8,3,1762,2026-01-30 14:17:51,2026-01-30 14:17:51
1763,46.82.1,Commercio all'ingrosso di metalli e minerali metalliferi ferrosi,Wholesale of ferrous metals and ferrous metal ores,5,46.82,4,1763,2026-01-30 14:17:51,2026-01-30 14:17:51
1764,46.82.10,Commercio all'ingrosso di metalli e minerali metalliferi ferrosi,Wholesale of ferrous metals and ferrous metal ores,6,46.82.1,5,1764,2026-01-30 14:17:51,2026-01-30 14:17:51
1765,46.82.2,Commercio all'ingrosso di metalli e minerali metalliferi non ferrosi,Wholesale of non-ferrous metals and non-ferrous metal ores,5,46.82,4,1765,2026-01-30 14:17:51,2026-01-30 14:17:51
1766,46.82.21,Attività di compro oro,Cash-for-gold wholesale activities,6,46.82.2,5,1766,2026-01-30 14:17:51,2026-01-30 14:17:51
1767,46.82.29,Commercio all'ingrosso di altri metalli e minerali metalliferi non ferrosi,Wholesale of other non-ferrous metals and non-ferrous metal ores,6,46.82.2,5,1767,2026-01-30 14:17:51,2026-01-30 14:17:51
1768,46.83,"Commercio all'ingrosso di legname, materiali da costruzione e articoli igienico-sanitari","Wholesale of wood, construction materials and sanitary equipment",4,46.8,3,1768,2026-01-30 14:17:51,2026-01-30 14:17:51
